"Recipient Type","Recipient Name","Nit o Identificacion","Workplace","Specialty","Categoria de la Transferencia","Date of Provision","Place","Purpose","Details","Amount (COP)"
"INSTITUTION","Clínica Valle del Lili (Cali)","NIT-235216066-6","","","DONACIONES","2026-02-14","Villavicencio","Donación de equipo ecográfico portátil","Factura CO-20260214-518",14084008
"HCP","Dr. Salome Alvarez","CC-1232012908","Clínica Portoazul (Barranquilla)","Neurología","REUNIONES","2026-02-22","Barranquilla","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260222-519",649837
"HCP","Dr. Patricia Restrepo","CC-1883199507","Hospital General de Medellín","Anestesiología","HONORARIOS","2026-04-07","Medellín","Contrato de advisory board farmacéutico","Factura CO-20260407-520",3916722
"HCP","Dr. Alejandro Moreno","CE-374850","Fundación Cardioinfantil (Bogotá)","Cardiología","HONORARIOS","2026-05-07","Bogotá","Contrato de advisory board farmacéutico","Factura CO-20260507-521",1361153
"HCP","Dr. Mauricio Perez","CC-1358323070","Fundación Santa Fe de Bogotá","Medicina Interna","REUNIONES","2026-04-03","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260403-522",399170
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-334643027-2","","","DONACIONES","2026-03-17","Villavicencio","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260317-523",3964657
"HCP","Dr. Sebastian Sanchez","CC-1341031184","Hospital Universitario San Ignacio (Bogotá)","Pediatría","DONACIONES","2026-03-13","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260313-524",15818919
"HCP","Dr. Daniela Jimenez","CC-1183703257","Hospital General de Medellín","Dermatología","HONORARIOS","2026-01-31","Medellín","Docencia en conferencia regional de salud","Factura CO-20260131-525",1819875
"HCP","Dr. Felipe Velasquez","CE-854453","Clínica Foscal (Bucaramanga)","Dermatología","DONACIONES","2026-03-23","Bucaramanga","Aporte liberal para centro de investigación pública","Factura CO-20260323-526",2168340
"HCP","Dr. Carolina Ruiz","CC-1630724140","Hospital Pablo Tobón Uribe (Medellín)","Cardiología","REUNIONES","2026-04-01","Medellín","Inscripción a simposio nacional de cardiología","Factura CO-20260401-527",604285
"HCP","Dr. Diana Rojas","CC-1894704508","Clínica Valle del Lili (Cali)","Medicina Interna","VIAJES","2026-05-05","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260505-528",3656733
"HCP","Dr. Daniela Montoya","CC-1455526307","Clínica Portoazul (Barranquilla)","Anestesiología","REUNIONES","2026-04-16","Barranquilla","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260416-529",119896
"HCP","Dr. Sofia Rodriguez","CC-1501671961","Clínica Imbanaco (Cali)","Neurología","REUNIONES","2026-01-29","Cali","Participación en mesa redonda de oncología","Factura CO-20260129-530",767865
"HCP","Dr. Isabella Gomez","CC-1612659003","Hospital Departamental de Villavicencio","Medicina Interna","VIAJES","2026-01-31","Villavicencio","Alojamiento en hotel para convención científica","Factura CO-20260131-531",645394
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-703232499-7","","","REUNIONES","2026-03-01","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260301-532",297304
"HCP","Dr. Luis Ochoa","CC-1636906472","Fundación Cardioinfantil (Bogotá)","Pediatría","REUNIONES","2026-05-13","Bogotá","Inscripción a simposio nacional de cardiología","Factura CO-20260513-533",304634
"HCP","Dr. Juan Restrepo","CC-1371295901","Clínica Valle del Lili (Cali)","Radiología","HONORARIOS","2026-02-06","Cali","Docencia en conferencia regional de salud","Factura CO-20260206-534",821458
"HCP","Dr. Diana Jimenez","CE-328682","Hospital General de Medellín","Dermatología","HONORARIOS","2026-05-13","Medellín","Docencia en conferencia regional de salud","Factura CO-20260513-535",3725351
"HCP","Dr. Mateo Ortiz","CC-1453876865","Hospital Departamental de Villavicencio","Dermatología","REUNIONES","2026-03-09","Villavicencio","Inscripción a simposio nacional de cardiología","Factura CO-20260309-536",147628
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-564880856-2","","","VIAJES","2026-04-02","Barranquilla","Alojamiento en hotel para convención científica","Factura CO-20260402-537",2641621
"HCP","Dr. Alvaro Vargas","CC-1308377846","Clínica Foscal (Bucaramanga)","Oncología","HONORARIOS","2026-01-30","Bucaramanga","Servicios de consultoría médica especializada","Factura CO-20260130-538",4526568
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-468440202-5","","","HONORARIOS","2026-03-14","Medellín","Asesoría científica en junta médica","Factura CO-20260314-539",911992
"HCP","Dr. Isabella Echeverri","CC-1580287717","Clínica Valle del Lili (Cali)","Pediatría","DONACIONES","2026-02-20","Cali","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260220-540",19004973
"HCP","Dr. Sofia Bermudez","CC-1065553195","Fundación Cardioinfantil (Bogotá)","Anestesiología","DONACIONES","2026-03-10","Bogotá","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260310-541",21897589
"HCP","Dr. Isabella Martinez","CC-1248307833","Fundación Santa Fe de Bogotá","Cardiología","VIAJES","2026-02-25","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260225-542",627623
"HCP","Dr. Santiago Gomez","CC-1600014377","Hospital Universitario San Ignacio (Bogotá)","Neurología","DONACIONES","2026-03-29","Bogotá","Beca de estudio científico institucional","Factura CO-20260329-543",16296284
"HCP","Dr. Felipe Restrepo","CE-624938","Clínica Valle del Lili (Cali)","Oncología","HONORARIOS","2026-03-02","Cali","Asesoría científica en junta médica","Factura CO-20260302-544",830960
"HCP","Dr. Andres Gaviria","CC-1413850419","Hospital Universitario San Ignacio (Bogotá)","Dermatología","HONORARIOS","2026-03-06","Bogotá","Docencia en conferencia regional de salud","Factura CO-20260306-545",1108248
"HCP","Dr. Daniel Bermudez","CC-1298281241","Fundación Santa Fe de Bogotá","Medicina Interna","VIAJES","2026-03-01","Bogotá","Alojamiento en hotel para convención científica","Factura CO-20260301-546",415634
"HCP","Dr. Valeria Echeverri","CC-1167211152","Hospital Universitario San Ignacio (Bogotá)","Medicina Interna","DONACIONES","2026-04-22","Bogotá","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260422-547",4873862
"HCP","Dr. Daniela Alvarez","CC-1430105011","Hospital Universitario San Ignacio (Bogotá)","Medicina Interna","REUNIONES","2026-04-21","Bogotá","Inscripción a simposio nacional de cardiología","Factura CO-20260421-548",60713
"HCP","Dr. Luis Restrepo","CC-1576733179","Hospital Universitario San Ignacio (Bogotá)","Radiología","DONACIONES","2026-01-31","Bogotá","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260131-549",17094589
"HCP","Dr. Camila Moreno","CC-1661367666","Hospital Universitario San Ignacio (Bogotá)","Cardiología","DONACIONES","2026-04-06","Bogotá","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260406-550",2248548
"HCP","Dr. Alvaro Rojas","CC-1447007619","Fundación Santa Fe de Bogotá","Radiología","HONORARIOS","2026-02-21","Bogotá","Docencia en conferencia regional de salud","Factura CO-20260221-551",3230616
"INSTITUTION","Fundación Cardioinfantil (Bogotá)","NIT-909782034-8","","","DONACIONES","2026-04-14","Villavicencio","Aporte liberal para centro de investigación pública","Factura CO-20260414-552",6099665
"HCP","Dr. Natalia Torres","CC-1671523894","Hospital Pablo Tobón Uribe (Medellín)","Anestesiología","REUNIONES","2026-01-30","Medellín","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260130-553",596172
"HCP","Dr. Luciana Velasquez","CC-1345678810","Clínica Valle del Lili (Cali)","Radiología","HONORARIOS","2026-03-26","Cali","Docencia en conferencia regional de salud","Factura CO-20260326-554",1304238
"HCP","Dr. Mateo Hernandez","CC-1202261656","Hospital Pablo Tobón Uribe (Medellín)","Medicina Interna","REUNIONES","2026-03-27","Medellín","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260327-555",214979
"HCP","Dr. Luis Martinez","CC-1698037449","Clínica Foscal (Bucaramanga)","Medicina Interna","DONACIONES","2026-02-04","Bucaramanga","Donación de equipo ecográfico portátil","Factura CO-20260204-556",13938172
"HCP","Dr. Natalia Velasquez","CC-1904711429","Fundación Santa Fe de Bogotá","Cardiología","DONACIONES","2026-05-20","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260520-557",3483219
"HCP","Dr. Luciana Alvarez","CC-1789782035","Hospital General de Medellín","Neurología","VIAJES","2026-02-15","Medellín","Gastos de traslado aéreo a congreso médico","Factura CO-20260215-558",491092
"HCP","Dr. Natalia Velasquez","CC-1667268084","Clínica Valle del Lili (Cali)","Medicina Interna","REUNIONES","2026-04-01","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260401-559",460749
"HCP","Dr. Juan Uribe","CC-1247147304","Clínica Foscal (Bucaramanga)","Ginecología","REUNIONES","2026-02-03","Bucaramanga","Inscripción a simposio nacional de cardiología","Factura CO-20260203-560",189305
"HCP","Dr. Claudia Salazar","CC-1383940603","Hospital Departamental de Villavicencio","Oncología","DONACIONES","2026-03-02","Villavicencio","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260302-561",19641371
"HCP","Dr. Claudia Rodriguez","CC-1579372367","Hospital Departamental de Villavicencio","Radiología","VIAJES","2026-02-21","Villavicencio","Alojamiento en hotel para convención científica","Factura CO-20260221-562",2431221
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-757074932-7","","","HONORARIOS","2026-02-18","Cali","Servicios de consultoría médica especializada","Factura CO-20260218-563",410643
"HCP","Dr. Nicolas Alvarez","CC-1592487135","Hospital General de Medellín","Cardiología","REUNIONES","2026-04-07","Medellín","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260407-564",204061
"INSTITUTION","Hospital Universitario San Ignacio (Bogotá)","NIT-294457309-2","","","HONORARIOS","2026-05-23","Medellín","Asesoría científica en junta médica","Factura CO-20260523-565",239730
"HCP","Dr. Isabella Jimenez","CC-1629059589","Hospital Departamental de Villavicencio","Dermatología","HONORARIOS","2026-05-15","Villavicencio","Contrato de advisory board farmacéutico","Factura CO-20260515-566",536814
"HCP","Dr. Santiago Ruiz","CC-1565414722","Clínica Imbanaco (Cali)","Ginecología","REUNIONES","2026-03-21","Cali","Participación en mesa redonda de oncología","Factura CO-20260321-567",549218
"HCP","Dr. Gabriela Gutierrez","CC-1627906885","Clínica Foscal (Bucaramanga)","Pediatría","VIAJES","2026-02-22","Bucaramanga","Gastos de traslado aéreo a congreso médico","Factura CO-20260222-568",1071707
"HCP","Dr. Daniel Vargas","CC-1663691273","Hospital Departamental de Villavicencio","Dermatología","REUNIONES","2026-04-25","Villavicencio","Participación en mesa redonda de oncología","Factura CO-20260425-569",210626
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-593852705-8","","","DONACIONES","2026-03-31","Cali","Beca de estudio científico institucional","Factura CO-20260331-570",22967829
"INSTITUTION","Hospital Universitario San Ignacio (Bogotá)","NIT-871319700-0","","","HONORARIOS","2026-02-07","Bucaramanga","Contrato de advisory board farmacéutico","Factura CO-20260207-571",2214714
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-921166040-6","","","DONACIONES","2026-03-12","Villavicencio","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260312-572",19336327
"HCP","Dr. Alvaro Ruiz","CC-1730689280","Hospital Pablo Tobón Uribe (Medellín)","Anestesiología","REUNIONES","2026-02-25","Medellín","Participación en mesa redonda de oncología","Factura CO-20260225-573",721588
"INSTITUTION","Hospital Departamental de Villavicencio","NIT-298007625-8","","","REUNIONES","2026-05-19","Barranquilla","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260519-574",621422
"HCP","Dr. Mauricio Montoya","CC-1125710562","Clínica Portoazul (Barranquilla)","Cardiología","REUNIONES","2026-02-07","Barranquilla","Participación en mesa redonda de oncología","Factura CO-20260207-575",95736
"HCP","Dr. Salome Gaviria","CC-1053332000","Fundación Cardioinfantil (Bogotá)","Radiología","HONORARIOS","2026-02-02","Bogotá","Asesoría científica en junta médica","Factura CO-20260202-576",541598
"HCP","Dr. Alvaro Ortiz","CC-1572181982","Hospital Pablo Tobón Uribe (Medellín)","Cardiología","VIAJES","2026-05-07","Medellín","Alojamiento en hotel para convención científica","Factura CO-20260507-577",541539
"HCP","Dr. Mateo Gaviria","CC-1575426777","Clínica Portoazul (Barranquilla)","Cardiología","REUNIONES","2026-02-05","Barranquilla","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260205-578",192482
"HCP","Dr. Gabriela Vargas","CC-1299927119","Clínica Imbanaco (Cali)","Neurología","DONACIONES","2026-04-13","Cali","Beca de estudio científico institucional","Factura CO-20260413-579",23808449
"HCP","Dr. Camila Ortiz","CE-386851","Clínica Imbanaco (Cali)","Dermatología","HONORARIOS","2026-02-02","Cali","Servicios de consultoría médica especializada","Factura CO-20260202-580",3468185
"INSTITUTION","Clínica Imbanaco (Cali)","NIT-930634131-5","","","REUNIONES","2026-04-07","Barranquilla","Inscripción a simposio nacional de cardiología","Factura CO-20260407-581",617857
"HCP","Dr. Isabella Ochoa","CE-972718","Hospital Universitario San Ignacio (Bogotá)","Pediatría","VIAJES","2026-02-08","Bogotá","Alojamiento en hotel para convención científica","Factura CO-20260208-582",912512
"HCP","Dr. Juan Jimenez","CC-1123265310","Fundación Santa Fe de Bogotá","Dermatología","REUNIONES","2026-04-04","Bogotá","Inscripción a simposio nacional de cardiología","Factura CO-20260404-583",742288
"HCP","Dr. Carolina Uribe","CC-1078434599","Clínica Portoazul (Barranquilla)","Neurología","DONACIONES","2026-05-04","Barranquilla","Aporte liberal para centro de investigación pública","Factura CO-20260504-584",25457203
"HCP","Dr. Patricia Martinez","CC-1169169863","Fundación Santa Fe de Bogotá","Cardiología","REUNIONES","2026-02-05","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260205-585",830517
"HCP","Dr. Felipe Moreno","CC-1215362583","Clínica Imbanaco (Cali)","Pediatría","REUNIONES","2026-01-27","Cali","Inscripción a simposio nacional de cardiología","Factura CO-20260127-586",289381
"HCP","Dr. Carlos Diaz","CC-1239978855","Clínica Portoazul (Barranquilla)","Oncología","VIAJES","2026-05-12","Barranquilla","Gastos de traslado aéreo a congreso médico","Factura CO-20260512-587",378192
"HCP","Dr. Salome Ochoa","CC-1359331154","Clínica Imbanaco (Cali)","Anestesiología","VIAJES","2026-03-10","Cali","Gastos de viáticos internacionales","Factura CO-20260310-588",3215377
"HCP","Dr. Sofia Lopez","CC-1655082631","Clínica Foscal (Bucaramanga)","Ginecología","REUNIONES","2026-05-17","Bucaramanga","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260517-589",517965
"INSTITUTION","Hospital Departamental de Villavicencio","NIT-268806409-3","","","DONACIONES","2026-04-26","Cali","Aporte liberal para centro de investigación pública","Factura CO-20260426-590",21914176
"HCP","Dr. Luis Hernandez","CC-1844251467","Hospital Departamental de Villavicencio","Neurología","REUNIONES","2026-03-12","Villavicencio","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260312-591",533159
"HCP","Dr. Luciana Rojas","CC-1627953099","Hospital Departamental de Villavicencio","Ginecología","VIAJES","2026-03-18","Villavicencio","Alojamiento en hotel para convención científica","Factura CO-20260318-592",2844494
"HCP","Dr. Camila Echeverri","CC-1284585342","Clínica Valle del Lili (Cali)","Cardiología","DONACIONES","2026-04-18","Cali","Beca de estudio científico institucional","Factura CO-20260418-593",4875169
"HCP","Dr. Jorge Alvarez","CC-1429174515","Hospital Universitario San Ignacio (Bogotá)","Radiología","VIAJES","2026-03-01","Bogotá","Alojamiento en hotel para convención científica","Factura CO-20260301-594",3976684
"HCP","Dr. Sebastian Jimenez","CC-1526995888","Clínica Valle del Lili (Cali)","Cardiología","DONACIONES","2026-04-07","Cali","Beca de estudio científico institucional","Factura CO-20260407-595",22928267
"HCP","Dr. Luis Romero","CC-1641059369","Hospital General de Medellín","Medicina Interna","VIAJES","2026-04-04","Medellín","Gastos de traslado aéreo a congreso médico","Factura CO-20260404-596",395547
"INSTITUTION","Hospital Departamental de Villavicencio","NIT-894797131-6","","","HONORARIOS","2026-05-21","Bogotá","Servicios de consultoría médica especializada","Factura CO-20260521-597",482866
"HCP","Dr. Valeria Castro","CC-1720510673","Clínica Foscal (Bucaramanga)","Anestesiología","HONORARIOS","2026-03-27","Bucaramanga","Contrato de advisory board farmacéutico","Factura CO-20260327-598",1218807
"HCP","Dr. Luis Gutierrez","CC-1594467371","Hospital Universitario San Ignacio (Bogotá)","Medicina Interna","VIAJES","2026-05-22","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260522-599",1133534
"HCP","Dr. Carolina Romero","CC-1100838763","Hospital Departamental de Villavicencio","Cardiología","DONACIONES","2026-03-18","Villavicencio","Donación de equipo ecográfico portátil","Factura CO-20260318-600",16808938
"INSTITUTION","Hospital Universitario San Ignacio (Bogotá)","NIT-332728951-4","","","HONORARIOS","2026-02-08","Bogotá","Docencia en conferencia regional de salud","Factura CO-20260208-601",1329165
"HCP","Dr. Gabriela Perez","CE-103110","Clínica Foscal (Bucaramanga)","Pediatría","VIAJES","2026-01-26","Bucaramanga","Gastos de viáticos internacionales","Factura CO-20260126-602",2795386
"HCP","Dr. Daniela Velasquez","CC-1703909643","Hospital Pablo Tobón Uribe (Medellín)","Dermatología","DONACIONES","2026-05-05","Medellín","Aporte liberal para centro de investigación pública","Factura CO-20260505-603",24482147
"INSTITUTION","Fundación Cardioinfantil (Bogotá)","NIT-912865496-1","","","REUNIONES","2026-03-25","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260325-604",752476
"HCP","Dr. Juan Uribe","CC-1280811771","Clínica Portoazul (Barranquilla)","Cirugía General","DONACIONES","2026-02-20","Barranquilla","Donación de equipo ecográfico portátil","Factura CO-20260220-605",14499630
"HCP","Dr. Felipe Echeverri","CC-1862101428","Hospital Pablo Tobón Uribe (Medellín)","Ginecología","VIAJES","2026-04-22","Medellín","Alojamiento en hotel para convención científica","Factura CO-20260422-606",3818994
"HCP","Dr. Santiago Salazar","CC-1871526616","Clínica Foscal (Bucaramanga)","Pediatría","VIAJES","2026-02-03","Bucaramanga","Gastos de traslado aéreo a congreso médico","Factura CO-20260203-607",449046
"HCP","Dr. Sofia Sanchez","CC-1820071271","Fundación Cardioinfantil (Bogotá)","Oncología","HONORARIOS","2026-03-08","Bogotá","Servicios de consultoría médica especializada","Factura CO-20260308-608",777665
"HCP","Dr. Jorge Gonzalez","CC-1443059598","Clínica Foscal (Bucaramanga)","Oncología","DONACIONES","2026-04-22","Bucaramanga","Donación de equipo ecográfico portátil","Factura CO-20260422-609",1324561
"HCP","Dr. Patricia Perez","CC-1687509083","Hospital Universitario San Ignacio (Bogotá)","Neurología","VIAJES","2026-04-14","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260414-610",2478349
"HCP","Dr. Patricia Martinez","CC-1150503112","Hospital General de Medellín","Oncología","REUNIONES","2026-02-06","Medellín","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260206-611",337171
"HCP","Dr. Sebastian Romero","CC-1800759633","Hospital Departamental de Villavicencio","Cardiología","REUNIONES","2026-02-17","Villavicencio","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260217-612",750340
"HCP","Dr. Sebastian Velasquez","CC-1886954264","Hospital Pablo Tobón Uribe (Medellín)","Anestesiología","HONORARIOS","2026-05-12","Medellín","Docencia en conferencia regional de salud","Factura CO-20260512-613",926228
"HCP","Dr. Alvaro Diaz","CC-1757806020","Fundación Cardioinfantil (Bogotá)","Pediatría","VIAJES","2026-04-08","Bogotá","Gastos de viáticos internacionales","Factura CO-20260408-614",3847414
"HCP","Dr. Nicolas Ochoa","CC-1077452465","Hospital General de Medellín","Cardiología","VIAJES","2026-03-15","Medellín","Alojamiento en hotel para convención científica","Factura CO-20260315-615",3604038
"HCP","Dr. Luis Ruiz","CE-790877","Hospital Departamental de Villavicencio","Anestesiología","DONACIONES","2026-02-17","Villavicencio","Aporte liberal para centro de investigación pública","Factura CO-20260217-616",21615795
"HCP","Dr. Felipe Montoya","CC-1300749319","Clínica Foscal (Bucaramanga)","Cirugía General","VIAJES","2026-03-31","Bucaramanga","Alojamiento en hotel para convención científica","Factura CO-20260331-617",1239999
"HCP","Dr. Juan Castro","CC-1348189934","Fundación Santa Fe de Bogotá","Dermatología","DONACIONES","2026-04-02","Bogotá","Beca de estudio científico institucional","Factura CO-20260402-618",2460137
"HCP","Dr. Sebastian Gonzalez","CE-623239","Hospital Departamental de Villavicencio","Radiología","DONACIONES","2026-02-20","Villavicencio","Beca de estudio científico institucional","Factura CO-20260220-619",23407322
"HCP","Dr. Alvaro Moreno","CC-1069295746","Fundación Cardioinfantil (Bogotá)","Radiología","HONORARIOS","2026-02-21","Bogotá","Servicios de consultoría médica especializada","Factura CO-20260221-620",1189618
"HCP","Dr. Gustavo Ruiz","CC-1395484556","Fundación Santa Fe de Bogotá","Cirugía General","HONORARIOS","2026-04-14","Bogotá","Asesoría científica en junta médica","Factura CO-20260414-621",1370134
"HCP","Dr. Salome Vargas","CC-1874801144","Hospital Departamental de Villavicencio","Medicina Interna","HONORARIOS","2026-02-01","Villavicencio","Servicios de consultoría médica especializada","Factura CO-20260201-622",2144584
"HCP","Dr. Nicolas Vargas","CC-1411794969","Fundación Santa Fe de Bogotá","Dermatología","REUNIONES","2026-05-17","Bogotá","Inscripción a simposio nacional de cardiología","Factura CO-20260517-623",653317
"HCP","Dr. Luciana Martinez","CC-1513164873","Fundación Cardioinfantil (Bogotá)","Cirugía General","HONORARIOS","2026-04-17","Bogotá","Asesoría científica en junta médica","Factura CO-20260417-624",4414818
"HCP","Dr. Salome Lopez","CC-1696942916","Hospital Pablo Tobón Uribe (Medellín)","Oncología","DONACIONES","2026-05-11","Medellín","Beca de estudio científico institucional","Factura CO-20260511-625",12200477
"HCP","Dr. Valeria Sanchez","CC-1587525844","Hospital General de Medellín","Dermatología","HONORARIOS","2026-01-25","Medellín","Docencia en conferencia regional de salud","Factura CO-20260125-626",1741829
"HCP","Dr. Daniela Bermudez","CC-1548723404","Hospital Universitario San Ignacio (Bogotá)","Oncología","DONACIONES","2026-03-31","Bogotá","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260331-627",1097076
"INSTITUTION","Clínica Imbanaco (Cali)","NIT-365236130-5","","","DONACIONES","2026-03-09","Bogotá","Aporte liberal para centro de investigación pública","Factura CO-20260309-628",20188374
"HCP","Dr. Sofia Gomez","CC-1841408363","Hospital Pablo Tobón Uribe (Medellín)","Oncología","VIAJES","2026-01-26","Medellín","Gastos de traslado aéreo a congreso médico","Factura CO-20260126-629",3024762
"HCP","Dr. Valeria Velasquez","CC-1216223892","Fundación Santa Fe de Bogotá","Pediatría","DONACIONES","2026-02-22","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260222-630",17145677
"HCP","Dr. Salome Gonzalez","CC-1487556459","Hospital Universitario San Ignacio (Bogotá)","Cardiología","VIAJES","2026-04-20","Bogotá","Gastos de viáticos internacionales","Factura CO-20260420-631",1095191
"HCP","Dr. Daniel Uribe","CC-1803780009","Fundación Santa Fe de Bogotá","Dermatología","VIAJES","2026-02-21","Bogotá","Gastos de viáticos internacionales","Factura CO-20260221-632",541475
"HCP","Dr. Andres Martinez","CE-731783","Hospital Universitario San Ignacio (Bogotá)","Dermatología","DONACIONES","2026-04-04","Bogotá","Aporte liberal para centro de investigación pública","Factura CO-20260404-633",25212587
"HCP","Dr. Carlos Rodriguez","CC-1842525848","Hospital General de Medellín","Radiología","HONORARIOS","2026-03-05","Medellín","Asesoría científica en junta médica","Factura CO-20260305-634",2342789
"HCP","Dr. Claudia Velasquez","CC-1252926747","Clínica Portoazul (Barranquilla)","Medicina Interna","VIAJES","2026-02-03","Barranquilla","Gastos de viáticos internacionales","Factura CO-20260203-635",865640
"HCP","Dr. Daniel Diaz","CC-1773191161","Hospital General de Medellín","Ginecología","HONORARIOS","2026-02-21","Medellín","Asesoría científica en junta médica","Factura CO-20260221-636",487182
"HCP","Dr. Alvaro Velasquez","CC-1427456551","Fundación Santa Fe de Bogotá","Ginecología","DONACIONES","2026-03-04","Bogotá","Beca de estudio científico institucional","Factura CO-20260304-637",22238215
"HCP","Dr. Nicolas Diaz","CC-1878682304","Clínica Foscal (Bucaramanga)","Cirugía General","REUNIONES","2026-04-01","Bucaramanga","Inscripción a simposio nacional de cardiología","Factura CO-20260401-638",676930
"HCP","Dr. Luciana Lopez","CC-1806233684","Clínica Imbanaco (Cali)","Anestesiología","REUNIONES","2026-03-25","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260325-639",429828
"HCP","Dr. Claudia Gomez","CC-1106527460","Clínica Foscal (Bucaramanga)","Dermatología","HONORARIOS","2026-01-27","Bucaramanga","Docencia en conferencia regional de salud","Factura CO-20260127-640",3961345
"HCP","Dr. Salome Rojas","CC-1905500880","Fundación Santa Fe de Bogotá","Cirugía General","REUNIONES","2026-02-25","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260225-641",728450
"HCP","Dr. Carlos Rodriguez","CC-1554159894","Hospital Universitario San Ignacio (Bogotá)","Cirugía General","DONACIONES","2026-04-11","Bogotá","Aporte liberal para centro de investigación pública","Factura CO-20260411-642",9211189
"HCP","Dr. Carolina Vargas","CC-1310141084","Hospital Universitario San Ignacio (Bogotá)","Radiología","HONORARIOS","2026-04-26","Bogotá","Servicios de consultoría médica especializada","Factura CO-20260426-643",4212836
"HCP","Dr. Ricardo Gutierrez","CC-1186472052","Clínica Foscal (Bucaramanga)","Medicina Interna","HONORARIOS","2026-05-09","Bucaramanga","Docencia en conferencia regional de salud","Factura CO-20260509-644",1112689
"HCP","Dr. Mauricio Castro","CC-1524490479","Hospital Pablo Tobón Uribe (Medellín)","Ginecología","VIAJES","2026-04-24","Medellín","Alojamiento en hotel para convención científica","Factura CO-20260424-645",3545399
"HCP","Dr. Mauricio Hernandez","CC-1862153653","Clínica Imbanaco (Cali)","Cirugía General","VIAJES","2026-05-02","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260502-646",771368
"HCP","Dr. Juan Perez","CC-1838180391","Hospital Universitario San Ignacio (Bogotá)","Cirugía General","VIAJES","2026-03-01","Bogotá","Gastos de viáticos internacionales","Factura CO-20260301-647",1052539
"HCP","Dr. Claudia Vargas","CC-1618395904","Hospital General de Medellín","Cardiología","REUNIONES","2026-02-23","Medellín","Participación en mesa redonda de oncología","Factura CO-20260223-648",418704
"HCP","Dr. Sofia Rojas","CC-1444123953","Clínica Foscal (Bucaramanga)","Pediatría","REUNIONES","2026-04-11","Bucaramanga","Inscripción a simposio nacional de cardiología","Factura CO-20260411-649",543009
"INSTITUTION","Hospital General de Medellín","NIT-724206796-9","","","REUNIONES","2026-05-15","Bucaramanga","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260515-650",363574
"HCP","Dr. Valeria Munoz","CC-1750649779","Hospital Universitario San Ignacio (Bogotá)","Dermatología","DONACIONES","2026-05-13","Bogotá","Aporte liberal para centro de investigación pública","Factura CO-20260513-651",2477281
"HCP","Dr. Jorge Ochoa","CC-1440481145","Clínica Valle del Lili (Cali)","Oncología","VIAJES","2026-04-25","Cali","Gastos de viáticos internacionales","Factura CO-20260425-652",355032
"HCP","Dr. Carlos Romero","CC-1247439305","Clínica Portoazul (Barranquilla)","Neurología","DONACIONES","2026-05-20","Barranquilla","Donación de equipo ecográfico portátil","Factura CO-20260520-653",18104897
"HCP","Dr. Valeria Rojas","CC-1315325248","Clínica Foscal (Bucaramanga)","Cardiología","HONORARIOS","2026-04-14","Bucaramanga","Contrato de advisory board farmacéutico","Factura CO-20260414-654",1315883
