"Recipient Type","Recipient Name","Codice Fiscale","Struttura","Specializzazione","Tipologia","Data","Place","Oggetto","Dettagli","Amount"
"HCP","Dr. Alessandro Vinci","VNCLSS72M10F205H","Ospedale Molinette (Torino)","Medicina Interna","CONFERENCE_SUPPORT","2026-03-13","Padova","Copertura spese di ospitalità","Fattura IT-20260313-507",98
"INSTITUTION","Ospedale Niguarda (Milano)","PI121134095","","","PRESENTATION","2026-05-09","Napoli","Briefing scientifico aziendale","Fattura IT-20260509-508",640
"HCP","Dr. Marco Ricci","RCCMRC67D25F205H","Policlinico Gemelli (Roma)","Anestesiologia","CONSULTANCY","2026-04-15","Roma","Consulenza tecnica di prodotto","Fattura IT-20260415-509",464
"HCP","Dr. Giorgia Greco","GRCGRG81S07F205H","Ospedale Niguarda (Milano)","Medicina Interna","DONAZIONI","2026-01-25","Milano","Erogazione per attrezzature di reparto","Fattura IT-20260125-510",7272
"HCP","Dr. Matteo Costa","CSTMTT73S03F205H","Ospedale San Martino (Genova)","Neurologia","CONSULTANCY","2026-03-04","Palermo","Consulenza tecnica di prodotto","Fattura IT-20260304-511",138
"HCP","Dr. Greta Santoro","SNTGRT86T04F205H","Ospedale San Raffaele (Milano)","Cardiologia","CONFERENCE_SUPPORT","2026-01-28","Firenze","Quota di iscrizione congresso","Fattura IT-20260128-512",683
"INSTITUTION","Ospedale Niguarda (Milano)","PI763475800","","","DONAZIONI","2026-01-11","Milano","Donazione materiale didattico","Fattura IT-20260111-513",880
"HCP","Dr. Pietro Mancini","MNCPTR63H04F205H","Ospedale Molinette (Torino)","Pediatria","PRESENTATION","2026-03-11","Padova","Presentazione di prodotto farmaceutico","Fattura IT-20260311-514",716
"HCP","Dr. Francesca Pellegrini","PLLFRN82D18F205H","Ospedale Molinette (Torino)","Neurologia","PRESENTATION","2026-01-27","Padova","Presentazione di prodotto farmaceutico","Fattura IT-20260127-515",661
"HCP","Dr. Luca Ferraro","FRRLCL88B03F205H","Policlinico di Bari","Anestesiologia","DONAZIONI","2026-01-16","Torino","Donazione apparecchio ecografico","Fattura IT-20260116-516",1880
"HCP","Dr. Filippo De Luca","DLCFLP56H08F205H","Ospedale San Martino (Genova)","Neurologia","DONAZIONI","2026-05-04","Palermo","Donazione apparecchio ecografico","Fattura IT-20260504-517",8272
"INSTITUTION","Ospedale Molinette (Torino)","PI517742665","","","PRESENTATION","2026-01-22","Milano","Presentazione di prodotto farmaceutico","Fattura IT-20260122-518",168
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI434999946","","","CONFERENCE_SUPPORT","2026-01-28","Roma","Copertura spese di ospitalità","Fattura IT-20260128-519",581
"HCP","Dr. Valeria Pellegrini","PLLVLR60S13F205H","Policlinico Gemelli (Roma)","Anestesiologia","CONFERENCE_SUPPORT","2026-01-13","Roma","Quota di iscrizione congresso","Fattura IT-20260113-520",123
"HCP","Dr. Giovanni Rizzo","RZZGVN78H25F205H","Ospedale Sant'Orsola (Bologna)","Ginecologia","CONFERENCE_SUPPORT","2026-01-23","Napoli","Copertura spese di ospitalità","Fattura IT-20260123-521",268
"HCP","Dr. Riccardo Costa","CSTRCC84S06F205H","Ospedale Molinette (Torino)","Cardiologia","CONFERENCE_SUPPORT","2026-05-07","Padova","Copertura spese di ospitalità","Fattura IT-20260507-522",230
"HCP","Dr. Silvia Colombo","CLMSLV87L09F205H","Ospedale San Martino (Genova)","Cardiologia","CONVENZIONI","2026-05-04","Palermo","Contratto di advisory board","Fattura IT-20260504-523",179
"INSTITUTION","Ospedale San Raffaele (Milano)","PI922935912","","","CONSULTANCY","2026-05-24","Milano","Relazione scientifica convegno","Fattura IT-20260524-524",328
"HCP","Dr. Filippo Ferraro","FRRFLP72E16F205H","Ospedale San Martino (Genova)","Ginecologia","CONVENZIONI","2026-03-14","Palermo","Contratto di advisory board","Fattura IT-20260314-525",1899
"HCP","Dr. Beatrice Mariani","MRNBTR54E03F205H","Ospedale San Raffaele (Milano)","Anestesiologia","CONFERENCE_SUPPORT","2026-03-27","Firenze","Rimborso spese viaggio e alloggio","Fattura IT-20260327-526",294
"HCP","Dr. Luca Conti","CNTLCL60A01F205H","Ospedale San Raffaele (Milano)","Ginecologia","CONFERENCE_SUPPORT","2026-01-05","Firenze","Quota di iscrizione congresso","Fattura IT-20260105-527",583
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI241743336","","","PRESENTATION","2026-01-10","Napoli","Presentazione di prodotto farmaceutico","Fattura IT-20260110-528",657
"HCP","Dr. Aurora Santoro","SNTRRR78T22F205H","Ospedale Molinette (Torino)","Ginecologia","CONFERENCE_SUPPORT","2026-01-27","Padova","Quota di iscrizione congresso","Fattura IT-20260127-529",566
"HCP","Dr. Valeria Moretti","MRTVLR64E26F205H","Policlinico di Bari","Medicina Interna","CONSULTANCY","2026-04-13","Torino","Relazione scientifica convegno","Fattura IT-20260413-530",150
"HCP","Dr. Emma Rossi","RSSMMM68D02F205H","Policlinico di Bari","Oncologia","CONVENZIONI","2026-01-30","Torino","Contratto di advisory board","Fattura IT-20260130-531",828
"HCP","Dr. Giorgia Ricci","RCCGRG65T28F205H","Ospedale Civile di Padova","Cardiologia","CONSULTANCY","2026-02-15","Genova","Relazione scientifica convegno","Fattura IT-20260215-532",530
"HCP","Dr. Gabriele Russo","RSSGBR56P14F205H","Ospedale Sant'Orsola (Bologna)","Dermatologia","PRESENTATION","2026-05-15","Napoli","Briefing scientifico aziendale","Fattura IT-20260515-533",258
"HCP","Dr. Pietro Rizzo","RZZPTR56H04F205H","Ospedale Careggi (Firenze)","Radiologia","CONFERENCE_SUPPORT","2026-05-22","Bologna","Copertura spese di ospitalità","Fattura IT-20260522-534",190
"HCP","Dr. Matteo Ricci","RCCMTT89E07F205H","Ospedale San Raffaele (Milano)","Neurologia","CONFERENCE_SUPPORT","2026-03-31","Firenze","Quota di iscrizione congresso","Fattura IT-20260331-535",444
"HCP","Dr. Matteo Rossi","RSSMTT82P02F205H","Ospedale San Raffaele (Milano)","Medicina Interna","DONAZIONI","2026-02-17","Firenze","Donazione materiale didattico","Fattura IT-20260217-536",8523
"INSTITUTION","Policlinico di Bari","PI471037260","","","DONAZIONI","2026-01-30","Milano","Supporto liberale borse di studio","Fattura IT-20260130-537",1641
"HCP","Dr. Beatrice Mariani","MRNBTR81L09F205H","Ospedale Civile di Padova","Pediatria","PRESENTATION","2026-01-05","Genova","Presentazione di prodotto farmaceutico","Fattura IT-20260105-538",354
"HCP","Dr. Lorenzo Giordano","GRDLRN82M27F205H","Ospedale Civile di Padova","Neurologia","CONVENZIONI","2026-03-13","Genova","Contratto di advisory board","Fattura IT-20260313-539",722
"HCP","Dr. Greta Bianchi","BNCGRT83D18F205H","Policlinico di Bari","Radiologia","CONFERENCE_SUPPORT","2026-03-11","Torino","Copertura spese di ospitalità","Fattura IT-20260311-540",665
"HCP","Dr. Riccardo Rinaldi","RNLRCC81B03F205H","Ospedale Sant'Orsola (Bologna)","Pediatria","CONSULTANCY","2026-01-16","Napoli","Consulenza tecnica di prodotto","Fattura IT-20260116-541",278
"HCP","Dr. Leonardo Colombo","CLMLNR72P24F205H","Ospedale Sant'Orsola (Bologna)","Cardiologia","CONSULTANCY","2026-05-17","Napoli","Consulenza tecnica di prodotto","Fattura IT-20260517-542",372
"HCP","Dr. Luca Bianchi","BNCLCL58R14F205H","Ospedale Molinette (Torino)","Radiologia","DONAZIONI","2026-04-21","Padova","Erogazione per attrezzature di reparto","Fattura IT-20260421-543",5986
"HCP","Dr. Sofia Bruno","BRNSFS77A24F205H","Ospedale Molinette (Torino)","Neurologia","PRESENTATION","2026-01-02","Padova","Presentazione di prodotto farmaceutico","Fattura IT-20260102-544",432
"HCP","Dr. Emma Mariani","MRNMMM69R14F205H","Ospedale Careggi (Firenze)","Chirurgia Generale","DONAZIONI","2026-03-06","Bologna","Supporto liberale borse di studio","Fattura IT-20260306-545",1786
"HCP","Dr. Silvia Vinci","VNCSLV80A02F205H","Ospedale Niguarda (Milano)","Radiologia","CONFERENCE_SUPPORT","2026-02-05","Milano","Quota di iscrizione congresso","Fattura IT-20260205-546",364
"HCP","Dr. Sofia Ricci","RCCSFS89L10F205H","Ospedale Niguarda (Milano)","Pediatria","CONSULTANCY","2026-02-25","Milano","Relazione scientifica convegno","Fattura IT-20260225-547",336
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI894475831","","","CONVENZIONI","2026-03-23","Bologna","Accordo di consulenza scientifica","Fattura IT-20260323-548",585
"HCP","Dr. Ludovica Ferrari","FRRLDV56R03F205H","Policlinico Gemelli (Roma)","Anestesiologia","DONAZIONI","2026-03-26","Roma","Donazione materiale didattico","Fattura IT-20260326-549",1966
"HCP","Dr. Paola Rossi","RSSPLP86P23F205H","Policlinico Gemelli (Roma)","Anestesiologia","PRESENTATION","2026-05-07","Roma","Presentazione di prodotto farmaceutico","Fattura IT-20260507-550",537
"INSTITUTION","Policlinico Gemelli (Roma)","PI712584196","","","CONVENZIONI","2026-03-28","Padova","Contratto di advisory board","Fattura IT-20260328-551",228
"HCP","Dr. Mattia Gatti","GTTMTT79A08F205H","Policlinico di Bari","Anestesiologia","CONSULTANCY","2026-05-12","Torino","Relazione scientifica convegno","Fattura IT-20260512-552",184
"HCP","Dr. Giovanni Marino","MRNGVN82B18F205H","Ospedale Niguarda (Milano)","Anestesiologia","DONAZIONI","2026-04-08","Milano","Donazione apparecchio ecografico","Fattura IT-20260408-553",1460
"HCP","Dr. Lorenzo Giordano","GRDLRN50C05F205H","Ospedale Molinette (Torino)","Pediatria","PRESENTATION","2026-05-13","Padova","Briefing scientifico aziendale","Fattura IT-20260513-554",565
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI101681073","","","DONAZIONI","2026-02-15","Roma","Supporto liberale borse di studio","Fattura IT-20260215-555",1046
"HCP","Dr. Andrea Russo","RSSNDR74D17F205H","Policlinico Gemelli (Roma)","Dermatologia","DONAZIONI","2026-01-29","Roma","Erogazione per attrezzature di reparto","Fattura IT-20260129-556",8648
"HCP","Dr. Andrea Bianchi","BNCNDR72A20F205H","Ospedale Civile di Padova","Radiologia","CONFERENCE_SUPPORT","2026-02-04","Genova","Copertura spese di ospitalità","Fattura IT-20260204-557",457
"HCP","Dr. Ludovica Gallo","GLLLDV55E24F205H","Ospedale Civile di Padova","Cardiologia","PRESENTATION","2026-01-04","Genova","Presentazione di prodotto farmaceutico","Fattura IT-20260104-558",231
"HCP","Dr. Valeria Giordano","GRDVLR64E14F205H","Ospedale Niguarda (Milano)","Cardiologia","CONSULTANCY","2026-01-16","Milano","Relazione scientifica convegno","Fattura IT-20260116-559",435
"INSTITUTION","Policlinico di Bari","PI481038570","","","CONFERENCE_SUPPORT","2026-02-10","Firenze","Rimborso spese viaggio e alloggio","Fattura IT-20260210-560",318
"HCP","Dr. Giulia Lombardi","LMBGLG74B16F205H","Ospedale Molinette (Torino)","Oncologia","CONFERENCE_SUPPORT","2026-02-22","Padova","Quota di iscrizione congresso","Fattura IT-20260222-561",66
"HCP","Dr. Paola Marino","MRNPLP83L27F205H","Policlinico Gemelli (Roma)","Pediatria","PRESENTATION","2026-02-03","Roma","Presentazione di prodotto farmaceutico","Fattura IT-20260203-562",798
"HCP","Dr. Silvia Rizzo","RZZSLV82H02F205H","Ospedale Niguarda (Milano)","Radiologia","DONAZIONI","2026-01-13","Milano","Donazione materiale didattico","Fattura IT-20260113-563",1598
"INSTITUTION","Policlinico di Bari","PI446852302","","","CONVENZIONI","2026-02-10","Milano","Incarico di docenza per seminario","Fattura IT-20260210-564",258
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI961437932","","","DONAZIONI","2026-03-24","Milano","Donazione apparecchio ecografico","Fattura IT-20260324-565",1758
"HCP","Dr. Giovanni Bruno","BRNGVN78E26F205H","Ospedale Sant'Orsola (Bologna)","Medicina Interna","PRESENTATION","2026-03-23","Napoli","Briefing scientifico aziendale","Fattura IT-20260323-566",558
"HCP","Dr. Greta Rinaldi","RNLGRT63D05F205H","Policlinico di Bari","Oncologia","DONAZIONI","2026-04-20","Torino","Donazione materiale didattico","Fattura IT-20260420-567",706
"HCP","Dr. Valeria Gatti","GTTVLR84D04F205H","Policlinico Gemelli (Roma)","Pediatria","CONSULTANCY","2026-01-05","Roma","Partecipazione tavola rotonda","Fattura IT-20260105-568",729
"HCP","Dr. Francesca Fontana","FNTFRN51H27F205H","Ospedale Molinette (Torino)","Anestesiologia","CONSULTANCY","2026-04-05","Padova","Partecipazione tavola rotonda","Fattura IT-20260405-569",584
"HCP","Dr. Sofia Moretti","MRTSFS55A23F205H","Ospedale San Martino (Genova)","Radiologia","CONFERENCE_SUPPORT","2026-03-01","Palermo","Copertura spese di ospitalità","Fattura IT-20260301-570",392
"HCP","Dr. Alessandro Santoro","SNTLSS54S24F205H","Policlinico Gemelli (Roma)","Radiologia","CONSULTANCY","2026-03-31","Roma","Partecipazione tavola rotonda","Fattura IT-20260331-571",478
"INSTITUTION","Ospedale San Martino (Genova)","PI631522571","","","DONAZIONI","2026-03-01","Padova","Donazione materiale didattico","Fattura IT-20260301-572",6748
"HCP","Dr. Marco Santoro","SNTMRC57H14F205H","Ospedale Careggi (Firenze)","Cardiologia","DONAZIONI","2026-01-16","Bologna","Donazione apparecchio ecografico","Fattura IT-20260116-573",1125
"HCP","Dr. Lorenzo Santoro","SNTLRN58D05F205H","Policlinico di Bari","Cardiologia","CONSULTANCY","2025-12-27","Torino","Relazione scientifica convegno","Fattura IT-20251227-574",264
"HCP","Dr. Andrea Giordano","GRDNDR64M14F205H","Ospedale Molinette (Torino)","Chirurgia Generale","DONAZIONI","2026-02-10","Padova","Donazione materiale didattico","Fattura IT-20260210-575",876
"INSTITUTION","Ospedale Niguarda (Milano)","PI453089373","","","CONVENZIONI","2026-02-21","Bologna","Contratto di advisory board","Fattura IT-20260221-576",673
"HCP","Dr. Antonio Ricci","RCCNTN54A17F205H","Ospedale Molinette (Torino)","Chirurgia Generale","CONSULTANCY","2026-05-12","Padova","Partecipazione tavola rotonda","Fattura IT-20260512-577",684
"HCP","Dr. Greta Caruso","CRSGRT66E22F205H","Ospedale Niguarda (Milano)","Chirurgia Generale","CONVENZIONI","2026-01-05","Milano","Contratto di advisory board","Fattura IT-20260105-578",732
"HCP","Dr. Alessandro Rinaldi","RNLLSS83D12F205H","Ospedale San Raffaele (Milano)","Chirurgia Generale","CONSULTANCY","2026-02-16","Firenze","Partecipazione tavola rotonda","Fattura IT-20260216-579",150
"HCP","Dr. Lorenzo Rizzo","RZZLRN83S02F205H","Ospedale Cardarelli (Napoli)","Anestesiologia","CONFERENCE_SUPPORT","2026-03-26","Bari","Quota di iscrizione congresso","Fattura IT-20260326-580",498
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI966744629","","","DONAZIONI","2026-04-06","Bologna","Donazione apparecchio ecografico","Fattura IT-20260406-581",1462
"HCP","Dr. Giorgia Gatti","GTTGRG69B04F205H","Ospedale Molinette (Torino)","Oncologia","DONAZIONI","2026-02-19","Padova","Donazione materiale didattico","Fattura IT-20260219-582",2261
"HCP","Dr. Aurora Fontana","FNTRRR54R08F205H","Policlinico Gemelli (Roma)","Anestesiologia","CONSULTANCY","2026-01-06","Roma","Relazione scientifica convegno","Fattura IT-20260106-583",96
"HCP","Dr. Filippo Bianchi","BNCFLP84T18F205H","Ospedale Niguarda (Milano)","Anestesiologia","DONAZIONI","2026-05-20","Milano","Supporto liberale borse di studio","Fattura IT-20260520-584",6079
"HCP","Dr. Davide Ferrari","FRRDVD66T27F205H","Ospedale Careggi (Firenze)","Cardiologia","CONVENZIONI","2026-03-26","Bologna","Incarico di docenza per seminario","Fattura IT-20260326-585",1973
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI401831319","","","DONAZIONI","2026-05-04","Palermo","Donazione materiale didattico","Fattura IT-20260504-586",2323
"HCP","Dr. Antonio Lombardi","LMBNTN83B16F205H","Ospedale Careggi (Firenze)","Radiologia","CONFERENCE_SUPPORT","2026-03-23","Bologna","Rimborso spese viaggio e alloggio","Fattura IT-20260323-587",839
"HCP","Dr. Beatrice Ferraro","FRRBTR68C02F205H","Ospedale Civile di Padova","Dermatologia","DONAZIONI","2026-04-08","Genova","Supporto liberale borse di studio","Fattura IT-20260408-588",2089
"HCP","Dr. Giorgia Giordano","GRDGRG58S19F205H","Ospedale San Martino (Genova)","Medicina Interna","PRESENTATION","2026-04-23","Palermo","Presentazione di prodotto farmaceutico","Fattura IT-20260423-589",375
"HCP","Dr. Davide Bianchi","BNCDVD71R21F205H","Ospedale Niguarda (Milano)","Anestesiologia","PRESENTATION","2026-02-07","Milano","Presentazione di prodotto farmaceutico","Fattura IT-20260207-590",406
"HCP","Dr. Andrea De Luca","DLCNDR61P06F205H","Ospedale San Martino (Genova)","Radiologia","DONAZIONI","2026-03-30","Palermo","Donazione apparecchio ecografico","Fattura IT-20260330-591",1612
"HCP","Dr. Sofia Rinaldi","RNLSFS57A02F205H","Ospedale Cardarelli (Napoli)","Chirurgia Generale","DONAZIONI","2026-02-07","Bari","Erogazione per attrezzature di reparto","Fattura IT-20260207-592",8781
"HCP","Dr. Andrea Bianchi","BNCNDR81D24F205H","Ospedale Civile di Padova","Anestesiologia","PRESENTATION","2026-05-15","Genova","Briefing scientifico aziendale","Fattura IT-20260515-593",502
"HCP","Dr. Francesco Gallo","GLLFRN50M15F205H","Ospedale Molinette (Torino)","Cardiologia","CONVENZIONI","2026-03-31","Padova","Incarico di docenza per seminario","Fattura IT-20260331-594",760
"HCP","Dr. Ludovica Russo","RSSLDV51D17F205H","Ospedale Molinette (Torino)","Cardiologia","CONVENZIONI","2026-02-28","Padova","Accordo di consulenza scientifica","Fattura IT-20260228-595",551
"HCP","Dr. Luca Giordano","GRDLCL89E12F205H","Ospedale San Martino (Genova)","Oncologia","PRESENTATION","2026-04-17","Palermo","Presentazione di prodotto farmaceutico","Fattura IT-20260417-596",701
"HCP","Dr. Giulia Marino","MRNGLG82A01F205H","Ospedale Civile di Padova","Radiologia","CONVENZIONI","2026-02-04","Genova","Contratto di advisory board","Fattura IT-20260204-597",470
"HCP","Dr. Antonio Ferraro","FRRNTN59R25F205H","Ospedale Careggi (Firenze)","Oncologia","DONAZIONI","2026-02-11","Bologna","Donazione materiale didattico","Fattura IT-20260211-598",1376
"HCP","Dr. Antonio De Luca","DLCNTN72R14F205H","Policlinico di Bari","Chirurgia Generale","PRESENTATION","2026-02-07","Torino","Briefing scientifico aziendale","Fattura IT-20260207-599",791
"HCP","Dr. Aurora Mancini","MNCRRR66A08F205H","Ospedale Careggi (Firenze)","Chirurgia Generale","CONSULTANCY","2026-02-06","Bologna","Partecipazione tavola rotonda","Fattura IT-20260206-600",226
"INSTITUTION","Ospedale Careggi (Firenze)","PI656439148","","","CONSULTANCY","2026-04-07","Roma","Relazione scientifica convegno","Fattura IT-20260407-601",750
"HCP","Dr. Marco Gallo","GLLMRC73A16F205H","Ospedale San Raffaele (Milano)","Ginecologia","PRESENTATION","2026-05-14","Firenze","Briefing scientifico aziendale","Fattura IT-20260514-602",116
"HCP","Dr. Leonardo Romano","RMNLNR76H22F205H","Ospedale Careggi (Firenze)","Medicina Interna","PRESENTATION","2026-05-03","Bologna","Briefing scientifico aziendale","Fattura IT-20260503-603",664
"HCP","Dr. Pietro Caruso","CRSPTR51L21F205H","Ospedale Civile di Padova","Neurologia","CONVENZIONI","2026-01-27","Genova","Contratto di advisory board","Fattura IT-20260127-604",1801
"HCP","Dr. Beatrice Mariani","MRNBTR74P02F205H","Policlinico di Bari","Medicina Interna","CONSULTANCY","2026-04-05","Torino","Partecipazione tavola rotonda","Fattura IT-20260405-605",364
"HCP","Dr. Leonardo Greco","GRCLNR54E26F205H","Ospedale Civile di Padova","Chirurgia Generale","CONFERENCE_SUPPORT","2026-01-08","Genova","Copertura spese di ospitalità","Fattura IT-20260108-606",814
"HCP","Dr. Giorgia Lombardi","LMBGRG66B21F205H","Ospedale San Raffaele (Milano)","Oncologia","DONAZIONI","2026-01-06","Firenze","Supporto liberale borse di studio","Fattura IT-20260106-607",1946
"HCP","Dr. Greta Gallo","GLLGRT54H15F205H","Ospedale San Martino (Genova)","Dermatologia","DONAZIONI","2026-04-30","Palermo","Erogazione per attrezzature di reparto","Fattura IT-20260430-608",1947
"HCP","Dr. Leonardo Rinaldi","RNLLNR82R23F205H","Ospedale Molinette (Torino)","Ginecologia","CONSULTANCY","2026-01-18","Padova","Relazione scientifica convegno","Fattura IT-20260118-609",316
"HCP","Dr. Giorgia Costa","CSTGRG84A17F205H","Policlinico Gemelli (Roma)","Cardiologia","CONVENZIONI","2026-03-18","Roma","Contratto di advisory board","Fattura IT-20260318-610",1263
"HCP","Dr. Antonio Vinci","VNCNTN59D27F205H","Ospedale Careggi (Firenze)","Chirurgia Generale","CONSULTANCY","2026-01-04","Bologna","Partecipazione tavola rotonda","Fattura IT-20260104-611",423
"HCP","Dr. Alice Marino","MRNLCL80C15F205H","Ospedale Niguarda (Milano)","Neurologia","PRESENTATION","2026-03-12","Milano","Briefing scientifico aziendale","Fattura IT-20260312-612",413
"HCP","Dr. Matteo Barbier","BRBMTT51R11F205H","Ospedale Civile di Padova","Anestesiologia","DONAZIONI","2026-03-27","Genova","Donazione materiale didattico","Fattura IT-20260327-613",2125
"HCP","Dr. Alessandro Ferraro","FRRLSS72B16F205H","Ospedale Molinette (Torino)","Dermatologia","CONVENZIONI","2026-03-11","Padova","Incarico di docenza per seminario","Fattura IT-20260311-614",1355
"HCP","Dr. Mattia Costa","CSTMTT78P01F205H","Ospedale Niguarda (Milano)","Anestesiologia","PRESENTATION","2026-03-01","Milano","Presentazione di prodotto farmaceutico","Fattura IT-20260301-615",454
"HCP","Dr. Paola Greco","GRCPLP56E03F205H","Ospedale San Raffaele (Milano)","Oncologia","CONSULTANCY","2026-05-01","Firenze","Partecipazione tavola rotonda","Fattura IT-20260501-616",72
"HCP","Dr. Antonio Caruso","CRSNTN74D22F205H","Ospedale San Raffaele (Milano)","Pediatria","DONAZIONI","2026-01-23","Firenze","Donazione apparecchio ecografico","Fattura IT-20260123-617",2056
"HCP","Dr. Alice Fontana","FNTLCL75H11F205H","Policlinico di Bari","Neurologia","PRESENTATION","2026-04-01","Torino","Presentazione di prodotto farmaceutico","Fattura IT-20260401-618",446
"HCP","Dr. Paola Bianchi","BNCPLP80E03F205H","Ospedale Careggi (Firenze)","Chirurgia Generale","PRESENTATION","2026-04-06","Bologna","Briefing scientifico aziendale","Fattura IT-20260406-619",248
"HCP","Dr. Giulia Russo","RSSGLG66B03F205H","Ospedale Molinette (Torino)","Medicina Interna","CONVENZIONI","2026-03-11","Padova","Supporto alla ricerca clinica","Fattura IT-20260311-620",836
"HCP","Dr. Francesca Greco","GRCFRN53D14F205H","Ospedale Molinette (Torino)","Chirurgia Generale","PRESENTATION","2026-03-28","Padova","Briefing scientifico aziendale","Fattura IT-20260328-621",623
"INSTITUTION","Ospedale Niguarda (Milano)","PI591187203","","","CONFERENCE_SUPPORT","2026-01-09","Bologna","Quota di iscrizione congresso","Fattura IT-20260109-622",454
"HCP","Dr. Lorenzo Gallo","GLLLRN83T20F205H","Ospedale Civile di Padova","Anestesiologia","PRESENTATION","2026-04-26","Genova","Presentazione di prodotto farmaceutico","Fattura IT-20260426-623",458
"HCP","Dr. Giulia Santoro","SNTGLG79L27F205H","Ospedale San Raffaele (Milano)","Oncologia","CONFERENCE_SUPPORT","2026-03-30","Firenze","Rimborso spese viaggio e alloggio","Fattura IT-20260330-624",185
"HCP","Dr. Valeria Colombo","CLMVLR62S12F205H","Ospedale Niguarda (Milano)","Cardiologia","CONFERENCE_SUPPORT","2026-03-25","Milano","Rimborso spese viaggio e alloggio","Fattura IT-20260325-625",543
"HCP","Dr. Mattia Rossi","RSSMTT88B17F205H","Policlinico Gemelli (Roma)","Medicina Interna","PRESENTATION","2026-03-10","Roma","Presentazione di prodotto farmaceutico","Fattura IT-20260310-626",652
"HCP","Dr. Giovanni Bianchi","BNCGVN67T13F205H","Ospedale Niguarda (Milano)","Anestesiologia","CONVENZIONI","2026-01-30","Milano","Accordo di consulenza scientifica","Fattura IT-20260130-627",1368
"HCP","Dr. Silvia Santoro","SNTSLV78A09F205H","Ospedale Cardarelli (Napoli)","Radiologia","PRESENTATION","2026-05-19","Bari","Briefing scientifico aziendale","Fattura IT-20260519-628",344
"HCP","Dr. Giorgia Moretti","MRTGRG79M17F205H","Ospedale Cardarelli (Napoli)","Radiologia","DONAZIONI","2026-03-25","Bari","Donazione materiale didattico","Fattura IT-20260325-629",1326
"HCP","Dr. Giorgia Rizzo","RZZGRG70R06F205H","Ospedale Careggi (Firenze)","Cardiologia","CONFERENCE_SUPPORT","2026-02-24","Bologna","Rimborso spese viaggio e alloggio","Fattura IT-20260224-630",590
"HCP","Dr. Giulia Ferraro","FRRGLG73P02F205H","Ospedale Sant'Orsola (Bologna)","Dermatologia","DONAZIONI","2026-03-27","Napoli","Erogazione per attrezzature di reparto","Fattura IT-20260327-631",8601
"HCP","Dr. Filippo Santoro","SNTFLP51T09F205H","Ospedale San Martino (Genova)","Neurologia","CONSULTANCY","2026-03-25","Palermo","Relazione scientifica convegno","Fattura IT-20260325-632",626
"HCP","Dr. Sofia Bianchi","BNCSFS51M01F205H","Ospedale Molinette (Torino)","Oncologia","CONSULTANCY","2026-01-24","Padova","Consulenza tecnica di prodotto","Fattura IT-20260124-633",375
"HCP","Dr. Beatrice Giordano","GRDBTR80A03F205H","Ospedale San Raffaele (Milano)","Pediatria","CONSULTANCY","2026-05-24","Firenze","Relazione scientifica convegno","Fattura IT-20260524-634",689
"HCP","Dr. Greta Greco","GRCGRT50S19F205H","Ospedale Careggi (Firenze)","Radiologia","DONAZIONI","2026-03-18","Bologna","Donazione apparecchio ecografico","Fattura IT-20260318-635",623
"HCP","Dr. Davide Moretti","MRTDVD80B27F205H","Ospedale Careggi (Firenze)","Pediatria","CONVENZIONI","2026-02-01","Bologna","Supporto alla ricerca clinica","Fattura IT-20260201-636",535
"HCP","Dr. Ludovica Mancini","MNCLDV57A05F205H","Ospedale Careggi (Firenze)","Anestesiologia","CONVENZIONI","2026-04-12","Bologna","Contratto di advisory board","Fattura IT-20260412-637",1356
"INSTITUTION","Ospedale San Raffaele (Milano)","PI748968408","","","DONAZIONI","2026-05-01","Milano","Donazione materiale didattico","Fattura IT-20260501-638",1777
"HCP","Dr. Alice Mariani","MRNLCL54E13F205H","Policlinico di Bari","Pediatria","CONVENZIONI","2026-03-05","Torino","Accordo di consulenza scientifica","Fattura IT-20260305-639",1212
"HCP","Dr. Silvia Bianchi","BNCSLV51A06F205H","Ospedale San Raffaele (Milano)","Dermatologia","CONFERENCE_SUPPORT","2026-05-16","Firenze","Quota di iscrizione congresso","Fattura IT-20260516-640",773
"HCP","Dr. Mattia Mariani","MRNMTT85B15F205H","Ospedale San Raffaele (Milano)","Pediatria","PRESENTATION","2026-04-14","Firenze","Presentazione di prodotto farmaceutico","Fattura IT-20260414-641",812
"HCP","Dr. Pietro Costa","CSTPTR53A28F205H","Ospedale Cardarelli (Napoli)","Ginecologia","CONSULTANCY","2026-02-16","Bari","Partecipazione tavola rotonda","Fattura IT-20260216-642",267
"INSTITUTION","Ospedale Molinette (Torino)","PI163193675","","","DONAZIONI","2026-04-09","Palermo","Erogazione per attrezzature di reparto","Fattura IT-20260409-643",9293
"HCP","Dr. Gabriele Fontana","FNTGBR57D27F205H","Ospedale Sant'Orsola (Bologna)","Radiologia","CONFERENCE_SUPPORT","2026-05-21","Napoli","Copertura spese di ospitalità","Fattura IT-20260521-644",711
